count,genome
109,"(1,4,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_5,S_6,S_7,S_8])"
109,"(1,4,{1,2,3},{},[S_12,S_2⊕1,S_4,S_5,S_6,S_9])"
109,"(1,4,{3},{0,2,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),S_19,S_2⊕1,S_3⊕1])"
109,"(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_5,S_8])"
108,"(1,1,{3},{0,2,3},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{0},{0,1,2}),(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1,S_3⊕1])"
108,"(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_5,S_8])"
107,"(1,1,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_12,S_15,S_2⊕1,S_5])"
107,"(1,2,{3},{0,3},[(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_19,S_2⊕1,S_3⊕1])"
107,"(2,1,{2},{0},[S_1⊕1,S_2⊕1,S_3⊕1])"
107,"(3,1,{0,3},{},[S_13,S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_8])"
107,"(3,2,{0,3},{},[S_1,S_14,S_1⊕1,S_3⊕1,S_5,S_8])"
106,"(1,0,{1,3},{},[(3,3,{2},{0,2}),S_1,S_13,S_23,S_27,S_5⊕1])"
106,"(1,0,{1},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),S_1,S_12,S_14⊕2,S_1⊕3,S_6])"
106,"(1,1,{3},{},[S_12,S_3⊕1,S_4,S_5,S_9])"
106,"(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_6])"
106,"(1,2,{1},{},[S_1,S_22,S_23,S_2⊕1,S_3⊕1])"
106,"(2,2,{0},{0,1},[S_2⊕1])"
106,"(3,1,{2,3},{},[S_1⊕1,S_2⊕1,S_5,S_8,S_9])"
106,"(3,2,{1,3},{},[S_1,S_1⊕1,S_2⊕1,S_8])"
106,"(3,3,{2},{0,2},[S_2,S_2⊕1,S_3])"
105,"(1,1,{3},{0,2,3},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1])"
105,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_5⊕1,S_6])"
105,"(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_7,S_8])"
105,"(3,1,{0,3},{},[S_18,S_1⊕1,S_5,S_7])"
105,"(3,4,{0,1,3},{},[S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_7,S_8])"
105,"(4,0,{1,2,4},{},[(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_1⊕3,S_2,S_31,S_7⊕1])"
105,"(4,2,{3},{0,3},[(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_2,S_3⊕1,S_5])"
104,"(1,0,{1,2,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),S_1,S_12,S_12⊕2,S_21,S_5⊕1,S_6,S_9])"
103,"(1,0,{1,3},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_16,S_18,S_21])"
103,"(1,0,{1,3},{},[S_1,S_14,S_23,S_3⊕1,S_6])"
103,"(1,1,{3},{},[S_12,S_16,S_2⊕1,S_4,S_5,S_7])"
103,"(1,2,{3},{0,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_19,S_23,S_2⊕1])"
103,"(2,0,{1},{},[S_1,S_12,S_2,S_27,S_5⊕1])"
103,"S_18"
102,"(1,0,{1,4},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_27,S_6,S_9])"
102,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),S_1,S_12,S_12⊕2,S_21,S_9])"
102,"(1,1,{3},{0,3},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1])"
102,"(1,1,{3},{0,3},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1,S_3⊕1])"
102,"(1,4,{1,2,3},{},[S_12,S_21,S_2⊕1,S_4,S_5,S_9])"
102,"(1,4,{1,3},{},[S_12,S_16,S_21,S_23,S_2⊕1,S_4,S_6])"
101,"(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1])"
101,"(1,2,{1,3},{},[S_11,S_12,S_18,S_21,S_2⊕1,S_6,S_8])"
101,"(3,1,{0,2,3},{},[S_12,S_1⊕1,S_21,S_2⊕1,S_4])"
100,"(1,1,{3},{0,2,3},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{0},{0,1,2}),S_23,S_2⊕1,S_3⊕1])"
100,"(1,2,{0,1,3},{},[S_11,S_12,S_18,S_21,S_23,S_6,S_8])"
100,"(1,4,{2},{0,2,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),S_2⊕1,S_3⊕1])"
100,"(3,2,{1,3},{},[S_12,S_1⊕1,S_5,S_8])"
100,"(3,4,{0,3},{},[S_1,S_16,S_3,S_5])"
100,"(3,4,{1,3},{},[S_1⊕1,S_22,S_2⊕1,S_5,S_8,S_9])"
99,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_30,S_6])"
99,"(1,0,{1,3},{},[(3,3,{2},{0,1,2}),S_1,S_12,S_13,S_23,S_27,S_5⊕1])"
99,"(1,1,{3},{0,3},[(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1])"
99,"(1,1,{3},{},[S_12,S_13,S_14,S_16,S_2⊕1,S_4,S_5])"
99,"(1,2,{1,3},{},[S_1,S_12,S_14,S_2⊕1])"
99,"(3,1,{0,3},{},[S_16,S_18,S_1⊕1,S_2⊕1,S_7])"
99,"S_10"
98,"(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_7])"
98,"(1,4,{0,1},{},[S_16,S_21,S_23,S_3⊕1,S_5,S_8])"
98,"(2,1,{2},{},[S_1⊕1,S_2⊕1,S_9])"
98,"(2,2,{3},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_2,S_2⊕1])"
98,"(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8])"
98,"(3,4,{2},{2},[S_1,S_1⊕1,S_3,S_3⊕1,S_5])"
98,"(3,4,{3},{2},[S_1,S_15,S_3,S_3⊕1,S_5])"
97,"(0,1,{3},{},[S_15,S_4,S_5,S_8])"
97,"(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12,S_14,S_21,S_5⊕1,S_6])"
97,"(3,3,{0},{0,1},[S_1⊕1,S_2⊕1,S_3,S_5])"
96,"(1,0,{1,3},{},[S_1,S_12,S_21,S_23,S_8])"
96,"(1,0,{1},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14⊕2])"
96,"(1,4,{0,1},{},[S_21,S_2⊕1,S_7,S_8])"
96,"(3,1,{0,2,3},{},[S_14,S_16,S_1⊕1,S_2⊕1,S_5,S_7])"
96,"(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8])"
95,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_21,S_6])"
95,"(1,0,{1},{3},[(3,3,{2},{0,2}),S_1,S_23,S_30,S_3⊕1,S_5⊕1])"
95,"(1,1,{3},{0,2,3},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1])"
95,"(1,4,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_1,S_12,S_2⊕1])"
95,"(4,2,{1},{0,1},[(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_3⊕1])"
94,"(1,4,{0,1,2,3},{},[S_11,S_12,S_18,S_2⊕1,S_4,S_6,S_8,S_9])"
94,"(1,4,{3},{0,2},[(2,3,{0},{0,1}),(3,3,{0},{0,1}),S_1,S_23,S_2⊕1,S_3⊕1,S_5⊕1])"
94,"(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8])"
94,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_6])"
93,"(1,0,{1,2,3},{},[(2,3,{2},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_21,S_6])"
93,"(1,0,{1,3},{},[(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_21,S_6,S_9])"
93,"(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6])"
93,"(1,4,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_4,S_6,S_8,S_9])"
93,"(1,4,{1,3},{},[S_1,S_22,S_23,S_2⊕1,S_4,S_8,S_9])"
93,"(1,4,{3},{2,3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_23,S_2⊕1,S_3⊕1])"
93,"(3,1,{0,2,3},{},[S_16,S_18,S_1⊕1,S_2⊕1,S_7])"
93,"(3,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_9])"
93,"(3,4,{1,3},{},[S_1,S_1⊕1,S_5,S_8,S_9])"
92,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_22⊕2,S_7⊕3,S_9])"
92,"(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_4,S_8])"
92,"(1,4,{0,1},{},[S_1,S_16,S_21,S_23,S_3⊕1,S_5])"
92,"(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_9])"
92,"(1,4,{1,3},{},[S_1,S_15,S_16,S_2⊕1,S_8,S_9])"
92,"(2,2,{1},{0,1,3},[(1,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),S_3⊕1])"
92,"(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_5,S_7])"
92,"(3,1,{3},{0},[S_15,S_1⊕1,S_3⊕1,S_5])"
92,"(3,1,{3},{},[S_12,S_15,S_16,S_18,S_1⊕1,S_4,S_5])"
92,"(4,2,{1},{0,1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_19,S_23,S_3⊕1])"
91,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_30,S_6,S_9])"
91,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_5⊕1,S_6,S_9])"
91,"(1,2,{1,3},{},[S_1,S_12,S_22,S_23,S_2⊕1,S_4,S_8])"
91,"(1,2,{3},{0,3},[(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_23,S_2⊕1])"
91,"(1,4,{1},{},[S_1,S_15,S_2⊕1,S_8,S_9])"
91,"(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8])"
90,"(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7])"
90,"(3,2,{3},{},[S_1,S_1⊕1,S_8])"
89,"(1,2,{1,3},{},[S_12,S_22,S_23,S_2⊕1,S_5,S_8])"
89,"(3,1,{2,3},{},[S_1⊕1,S_22,S_2⊕1,S_5,S_8,S_9])"
88,"(1,0,{1,2,3},{},[(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_18,S_21,S_9])"
88,"(1,0,{1,3},{},[(2,2,{0},{1}),(3,1,{0,2,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_6,S_7,S_9])"
88,"(1,0,{1},{},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_6,S_9])"
88,"(1,2,{3},{0},[S_1,S_15,S_23,S_2⊕1,S_3⊕1])"
88,"(1,4,{1,3},{},[S_1,S_12,S_19,S_6,S_9])"
88,"(2,4,{1,2,3},{},[S_12,S_1⊕1,S_2⊕1])"
87,"(1,0,{1},{},[S_1,S_12])"
87,"(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8])"
87,"(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8])"
87,"(2,0,{1,2,4},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_1⊕3,S_30,S_31])"
87,"(2,0,{2,3},{},[(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_21,S_30,S_7⊕1])"
87,"(2,2,{3},{0},[S_1,S_1⊕1,S_23,S_3⊕1])"
87,"(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7])"
87,"(3,1,{0,3},{},[S_1⊕1,S_5,S_7])"
86,"(1,0,{1,2,4},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_18⊕1,S_23,S_3⊕1])"
86,"(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2},{}),S_1,S_12,S_12⊕2,S_21,S_7])"
86,"(1,0,{1},{},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),S_1,S_12,S_12⊕2,S_14⊕2,S_6])"
86,"(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7])"
86,"(2,2,{3},{1,3},[(3,3,{2},{0,2}),S_2,S_2⊕1])"
86,"(4,2,{1},{0,1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_3⊕1])"
85,"(0,1,{0,3},{},[S_18,S_4,S_5,S_8])"
85,"(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_16,S_18,S_6])"
85,"(1,0,{1},{},[S_1,S_12,S_23,S_27,S_6,S_9])"
85,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_6])"
85,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_6])"
84,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_14⊕2,S_5⊕1])"
84,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0},{0,1}),(3,4,{0,3},{}),S_1,S_12,S_12⊕2])"
84,"(1,1,{3},{0},[S_15,S_23,S_2⊕1,S_3⊕1])"
84,"(1,2,{1},{},[S_11,S_12,S_22,S_23,S_2⊕1])"
83,"(0,2,{3},{},[(3,3,{2},{0,2}),S_15,S_2,S_27,S_2⊕2,S_4])"
83,"(1,0,{1,4},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12,S_27,S_6,S_9])"
83,"(1,2,{3},{0,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1,S_3⊕1])"
83,"(1,4,{1,2,3},{},[S_11,S_12,S_16,S_2⊕1,S_4,S_6,S_8,S_9])"
83,"(1,4,{1,3},{},[S_1,S_11,S_12,S_3⊕1,S_5,S_8,S_9])"
83,"(2,0,{1},{},[(1,1,{0},{0,2}),S_1,S_27,S_30,S_3⊕1,S_5⊕1])"
83,"(2,4,{1},{1},[(1,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_1,S_19,S_23,S_30,S_3⊕1,S_5⊕1])"
83,"(3,3,{0},{0,1},[S_2⊕1,S_3,S_5])"
83,"(4,0,{1,3,4},{},[(3,1,{0,2},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_16,S_16⊕1,S_7⊕1,S_8])"
83,"(4,0,{1,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_27,S_5⊕1,S_6])"
83,"S_6"
82,"(1,0,{1,3},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_14⊕2])"
82,"(1,4,{0,1,3},{},[S_14,S_18,S_2⊕1,S_4,S_6,S_8,S_9])"
82,"(1,4,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_9])"
82,"(1,4,{2},{2},[(2,1,{0},{0}),S_2⊕1,S_3⊕1])"
82,"(1,4,{3},{2,3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_23,S_2⊕1,S_3⊕1,S_5⊕1])"
82,"(3,1,{0,3},{},[S_12,S_14,S_15,S_18,S_1⊕1,S_2⊕1,S_5,S_7])"
81,"(1,2,{1},{3},[(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_1,S_19,S_23,S_30,S_3⊕1,S_5⊕1])"
81,"(1,4,{3},{2},[(2,3,{0},{0,1}),S_15,S_23,S_2⊕1,S_3⊕1,S_5,S_5⊕1])"
81,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_7⊕1])"
81,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_14,S_14⊕1,S_18⊕1,S_30,S_7⊕1])"
81,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_14⊕1,S_2,S_5⊕1])"
81,"(2,2,{1},{0,1,3},[(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),S_2,S_3⊕1])"
81,"S_11"
80,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_27,S_6,S_9])"
80,"(2,0,{1,2,3},{},[(3,1,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_18⊕1,S_2,S_7⊕1])"
80,"(3,1,{0,2,3},{},[S_14,S_16,S_18,S_1⊕1,S_5,S_7])"
80,"(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8])"
80,"(3,2,{1,3},{},[S_1⊕1,S_22,S_2⊕1,S_4,S_5,S_8])"
80,"(4,2,{3},{0,1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_19,S_2⊕1,S_3⊕1])"
79,"(1,0,{1,3},{},[S_1,S_6,S_8])"
79,"(1,1,{3},{0,3},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_23,S_2⊕1])"
79,"(1,2,{1},{},[S_1,S_12,S_19,S_6,S_8])"
79,"(1,4,{2},{3},[(3,2,{0},{0,1}),S_1,S_2⊕1,S_30,S_3⊕1,S_5⊕1])"
79,"(2,3,{2},{0,1},[S_2,S_2⊕1,S_3])"
79,"(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7])"
79,"(4,2,{3},{0,1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1])"
78,"(1,0,{1,4},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_27,S_6,S_9])"
78,"(1,2,{1,3},{},[S_12,S_22,S_23,S_2⊕1,S_3⊕1,S_4,S_5,S_8])"
78,"(1,4,{0,1,2,3},{},[S_2⊕1,S_4,S_6,S_7,S_8])"
78,"(1,4,{2},{0},[S_1,S_3⊕1,S_5])"
78,"(2,2,{3},{0,1,3},[(1,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1])"
78,"(2,4,{1,2},{},[S_1,S_1⊕1,S_3⊕1])"
78,"(3,1,{3},{},[S_1⊕1,S_22,S_2⊕1,S_5,S_8,S_9])"
77,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_9])"
77,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{1,2}),S_1,S_12⊕2,S_6])"
77,"(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_23,S_2⊕1,S_4,S_5,S_6,S_8])"
77,"(1,2,{3},{0,3},[(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),S_19,S_23,S_2⊕1,S_3⊕1])"
77,"(1,2,{3},{0},[S_1,S_23,S_2⊕1])"
77,"(2,0,{1},{},[(1,1,{0},{0,2}),S_1,S_27,S_30,S_3⊕1])"
77,"(2,2,{0},{1},[S_1⊕1,S_2⊕1])"
76,"(1,0,{1},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_12,S_12⊕2,S_21,S_6])"
76,"(1,1,{3},{},[S_12,S_2⊕1,S_4,S_7,S_9])"
76,"(1,1,{3},{},[S_12,S_4,S_5,S_9])"
76,"(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8])"
76,"(1,2,{1,3},{},[(3,3,{0},{1,2}),S_1,S_12,S_27,S_2⊕1,S_2⊕2])"
76,"(1,4,{1,3},{},[S_22,S_2⊕1,S_4,S_5,S_8,S_9])"
76,"(2,0,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),S_23])"
76,"(2,2,{3},{0,1,3},[(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_2,S_2⊕1,S_3⊕1,S_5⊕1])"
76,"(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_7])"
76,"(3,1,{0,3},{},[S_18,S_1⊕1,S_2⊕1,S_7])"
76,"(3,1,{3},{2},[S_15,S_3,S_3⊕1,S_5])"
75,"(1,0,{1,3},{},[(2,3,{2},{0,1}),S_1,S_12⊕2,S_21,S_6,S_7])"
75,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_21,S_5⊕1,S_6])"
75,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0},{0,2}),S_1,S_12⊕2,S_27,S_5⊕1,S_6])"
75,"(1,1,{3},{},[S_12,S_15,S_2⊕1,S_3⊕1,S_4,S_8])"
75,"(1,2,{1},{3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),S_1,S_12,S_19,S_30,S_5⊕1])"
75,"(1,2,{3},{},[S_1,S_11,S_5,S_8])"
75,"(1,4,{0,1},{},[S_18,S_21,S_2⊕1,S_7,S_8])"
75,"(1,4,{1},{},[S_1,S_12,S_2⊕1,S_6,S_9])"
75,"(2,0,{1,4},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_2])"
75,"(4,4,{1},{0},[(1,1,{0},{0,2}),(2,2,{0},{1}),(3,3,{2},{0,1,2}),S_1])"
74,"(1,0,{1,3},{},[(3,1,{0,3},{}),(3,3,{0},{1,2}),S_1,S_12⊕2,S_21,S_6])"
74,"(1,0,{1},{},[S_1,S_12,S_27,S_2⊕2,S_30])"
74,"(1,1,{3},{0,3},[(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1,S_5])"
74,"(1,2,{1},{},[S_1,S_12,S_19,S_23,S_6,S_8])"
74,"(1,4,{1,2,3},{},[S_12,S_16,S_21,S_2⊕1,S_4,S_6,S_8,S_9])"
74,"(2,2,{3},{1,3},[(1,1,{0},{0,2}),(3,3,{2},{0,2}),S_2⊕1,S_5⊕1])"
74,"(3,2,{1,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_6,S_8])"
74,"(3,3,{0},{1,2},[S_2⊕1,S_3])"
74,"S_16⊕1"
73,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_21,S_5⊕1,S_6,S_9])"
73,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_21,S_27,S_5⊕1,S_6,S_9])"
73,"(1,0,{1},{},[(3,1,{0,3},{}),(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),S_1,S_12,S_14⊕2,S_6])"
73,"(1,2,{1,3},{},[S_1,S_12,S_13,S_2⊕1,S_6])"
73,"(1,2,{1},{},[S_1,S_11,S_12,S_19,S_23,S_3⊕1])"
73,"(1,2,{3},{0,3},[(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,3,{2},{0,2}),S_15,S_23,S_5,S_5⊕1])"
73,"(1,4,{2,3},{},[S_1,S_12,S_3⊕1,S_5,S_6,S_8])"
73,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_27])"
73,"(2,2,{0,1,4},{},[(1,4,{0,1,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_5⊕1,S_6,S_6⊕1])"
73,"(2,3,{1,2,4},{},[(1,4,{0,1,3},{}),(3,4,{0,3},{}),S_18⊕1,S_30,S_6,S_6⊕1])"
73,"(2,4,{2},{0},[S_1,S_1⊕1,S_3⊕1])"
73,"(3,1,{3},{},[S_12,S_1⊕1,S_22,S_23,S_2⊕1,S_4,S_5,S_8,S_9])"
73,"(3,2,{0,1,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_6,S_8])"
72,"(0,0,{1},{1},[(3,3,{2},{0,2}),S_2])"
