count,genome
6,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,3,{2},{0,1,2}),(3,4,{1,3},{}),S_1,S_12,S_22,S_27,S_7⊕3,S_9,S_9⊕3])"
6,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,4,{1,3},{}),S_1,S_1⊕3,S_22,S_27,S_31,S_7⊕3,S_9,S_9⊕3])"
6,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_1⊕3,S_27,S_31,S_9⊕3])"
6,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_27,S_30])"
6,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_1⊕3,S_2,S_27,S_30,S_31,S_9⊕3])"
6,"(2,0,{1,2},{},[(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_18⊕1,S_27,S_29])"
6,"(2,0,{1,2},{},[(1,4,{1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
6,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_18⊕1,S_27,S_31,S_9⊕3])"
6,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_29,S_3⊕1,S_5⊕1])"
6,"(2,0,{1},{3},[S_2,S_30,S_3⊕1])"
6,"(2,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_2,S_22⊕1,S_29,S_5⊕1,S_7⊕3,S_9,S_9⊕1])"
6,"(2,0,{2,4},{},[S_1,S_27,S_29,S_31,S_9⊕3])"
6,"(2,0,{2},{},[(3,1,{0},{0,2}),S_1,S_27,S_31,S_9⊕3])"
6,"(2,3,{0,1,2,4},{},[(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,1},{}),(3,4,{0,3},{}),S_1,S_2,S_27])"
6,"(2,3,{0,1,2},{},[(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_27])"
6,"(2,3,{0,1,2},{},[(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_18⊕1,S_22⊕3,S_27,S_30,S_31,S_6⊕1])"
6,"(2,3,{0,1,2},{},[S_1,S_14⊕1,S_18⊕1,S_2,S_21⊕1,S_22⊕3,S_23⊕1,S_29,S_6⊕1])"
6,"(2,3,{0,1,2},{},[S_1,S_14⊕1,S_18⊕1,S_31,S_5⊕1,S_6⊕1])"
6,"(2,3,{0,1,2},{},[S_1,S_18⊕1,S_22⊕3,S_23⊕1,S_29,S_31,S_6⊕1])"
6,"(2,3,{0,2,4},{},[(1,4,{1,2},{}),(1,4,{1,3},{}),(1,4,{1},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_2,S_27])"
6,"(2,3,{0,2},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_2,S_27,S_30,S_31,S_9⊕3])"
6,"(2,3,{1,2},{},[(3,1,{0},{0,2}),(3,2,{0,3},{}),S_1,S_1⊕3,S_22⊕3,S_27,S_29,S_6⊕1])"
6,"(2,3,{2},{},[S_1,S_1⊕1,S_1⊕3])"
6,"(2,5,{1,2,4},{},[(3,4,{0,1,3},{}),(3,4,{0,3},{}),(3,4,{3},{}),S_12,S_18⊕1,S_1⊕1,S_27,S_29])"
6,"(4,0,{1,2,4},{},[(1,1,{0,3},{}),(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,2,3},{}),(2,1,{0},{0}),(3,1,{0,2,3},{}),S_1,S_14⊕1,S_27,S_29,S_30])"
6,"(4,0,{1,2,4},{},[(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_11⊕1,S_14⊕2,S_27,S_29,S_5⊕1,S_9⊕3])"
6,"(4,0,{1,2,4},{},[(1,1,{3},{}),(1,4,{1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_11⊕1,S_14⊕2,S_27,S_29,S_5⊕1,S_9⊕3])"
6,"(4,0,{1,2,4},{},[(1,4,{0,1,3},{}),(2,1,{0},{0}),(3,1,{0,3},{}),S_1,S_14⊕2,S_18⊕1,S_27,S_29,S_5⊕1])"
6,"(4,0,{1,3,4},{},[(1,3,{0,1,2},{}),(1,4,{0,1,2,3},{}),(2,4,{0,1,2,3},{}),S_14⊕2,S_15,S_27,S_6])"
6,"(4,0,{1},{1,3},[(1,1,{0},{0,2}),(2,1,{0},{0}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),S_2,S_30,S_3⊕1])"
6,"(4,0,{1},{1},[(2,1,{0},{0}),S_2,S_3⊕1,S_5⊕1])"
6,"(4,0,{4},{},[(1,4,{1},{}),(2,1,{0},{0}),S_1,S_15,S_7⊕3])"
6,"(4,0,{4},{},[(1,4,{1},{}),(2,1,{0},{0}),S_1,S_15,S_9⊕3])"
6,"(4,3,{2,4},{},[(2,4,{2,3},{}),S_1,S_1⊕1,S_1⊕3,S_29,S_31])"
6,"(4,4,{1},{0,1,2,3},[(1,1,{0},{0,2}),(2,2,{0},{0,1})])"
6,"(4,4,{1},{0,1,3},[(1,1,{0},{0,2}),(2,2,{0},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),S_1])"
5,"(0,0,{1,2,4},{},[(1,4,{0,1,2,3},{}),(1,4,{1},{}),S_14⊕1,S_27,S_31])"
5,"(0,3,{0,1,2,4},{},[(1,4,{0,1,2,3},{}),(1,4,{0,1,2},{}),(1,4,{1},{}),S_14⊕1,S_27,S_31])"
5,"(0,3,{0,1,2},{},[(1,1,{3},{}),(1,4,{1,3},{}),S_14⊕1,S_18⊕1,S_27,S_31,S_5⊕1,S_6⊕1])"
5,"(0,3,{0,2},{},[(1,4,{1,3},{}),(1,4,{1},{}),(3,4,{1,3},{}),S_2,S_27,S_31,S_5⊕1])"
5,"(0,3,{0,2},{},[(3,1,{0},{0,2}),(3,4,{1,3},{}),S_1⊕3,S_27,S_31,S_9⊕3])"
5,"(1,0,{1,2},{},[(2,2,{0},{0,1}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_18⊕1,S_27])"
5,"(1,0,{1},{},[S_1,S_12,S_27,S_6])"
5,"(1,0,{1},{},[S_1,S_12,S_3⊕1])"
5,"(2,0,{1,2,4},{},[(1,1,{3},{}),(1,4,{1,2,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_29,S_5⊕1,S_6])"
5,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_1⊕3,S_27,S_29])"
5,"(2,0,{1,2,4},{},[(1,4,{1,2,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_14⊕1,S_18⊕1,S_1⊕3,S_6,S_9⊕3])"
5,"(2,0,{1,2,4},{},[(1,4,{1,2},{}),(3,1,{0,3},{}),S_1,S_11⊕1,S_27,S_29,S_31,S_9⊕3])"
5,"(2,0,{1,2,4},{},[(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_29,S_7⊕1])"
5,"(2,0,{1,2,4},{},[(3,1,{0,3},{}),S_1,S_11⊕1,S_27,S_29,S_31,S_9⊕3])"
5,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0,3},{}),(1,4,{0,1,3},{}),(1,4,{0,3},{}),(3,1,{0,3},{}),S_11⊕1,S_14⊕1,S_1⊕3,S_2,S_27,S_29,S_31,S_9⊕3])"
5,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_27])"
5,"(2,0,{1,2},{},[(1,1,{0,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_1⊕3,S_27,S_29,S_30])"
5,"(2,0,{1,2},{},[(1,1,{3},{}),(3,1,{0,3},{}),(3,3,{0},{1,2}),S_1,S_27])"
5,"(2,0,{1,2},{},[S_1,S_11⊕1,S_1⊕3,S_27,S_29,S_9⊕3])"
5,"(2,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{1,2},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_12,S_27,S_7⊕3,S_9⊕3])"
5,"(2,0,{1},{1,3},[(0,1,{0},{2}),(1,1,{0},{0,2}),(3,1,{0},{0,2}),S_1,S_30,S_5⊕1])"
5,"(2,0,{1},{1},[(0,1,{0},{2}),(3,1,{0},{0,2}),S_30,S_3⊕1,S_5⊕1])"
5,"(2,0,{1},{},[(3,1,{0},{0,2}),S_1,S_2,S_27,S_2⊕2])"
5,"(2,1,{0,2},{},[S_12,S_1⊕3,S_2⊕2,S_31])"
5,"(2,2,{1},{3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_2,S_30,S_3⊕1])"
5,"(2,3,{0,1,2},{},[(1,4,{1,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_31,S_9⊕3])"
5,"(2,3,{0,1,2},{},[(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,3},{}),S_13⊕1,S_14⊕1,S_22⊕3,S_23⊕1,S_27,S_29,S_30,S_31,S_6,S_6⊕1])"
5,"(2,3,{0,1,2},{},[(3,1,{0},{0,2}),S_1,S_18⊕1,S_22⊕3,S_27,S_29,S_31,S_6⊕1])"
5,"(2,3,{0,1,2},{},[(3,1,{0},{0,2}),S_1,S_18⊕1,S_22⊕3,S_27,S_31,S_6⊕1])"
5,"(2,3,{0,1,2},{},[(3,4,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_27,S_29,S_30,S_31,S_6⊕1])"
5,"(2,3,{0,2},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_1⊕3,S_2,S_27,S_29,S_31,S_9⊕3])"
5,"(2,4,{1,2},{},[(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,3,{2},{0,2}),S_1,S_12,S_1⊕3,S_22⊕3,S_23⊕1,S_27,S_29,S_31,S_9⊕3])"
5,"(2,4,{1,2},{},[S_12,S_1⊕3,S_22⊕3,S_29,S_31])"
5,"(3,0,{1,2,3},{},[S_1,S_14⊕1,S_14⊕2,S_2,S_7⊕1])"
5,"(3,5,{1,2,3},{},[(2,4,{0,1,2,3},{}),S_1,S_1⊕1,S_31])"
5,"(4,0,{1,2,4},{},[(0,1,{0,3},{}),(2,4,{1,2,3},{}),S_1,S_1⊕3,S_29,S_31,S_9⊕3])"
5,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(2,1,{0},{0}),(2,4,{1,2,3},{}),S_1,S_14⊕2,S_27,S_29,S_31,S_9⊕3])"
5,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕2,S_1⊕3,S_27,S_29])"
5,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{1,2},{}),(3,4,{1,3},{}),S_1,S_22⊕2,S_27])"
5,"(4,0,{1,4},{},[(1,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_2,S_27,S_6])"
5,"(4,0,{1,4},{},[(1,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_2,S_27,S_6])"
5,"(4,0,{1,4},{},[(1,4,{1,3},{}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,4,{1,3},{}),S_1,S_22,S_22⊕2,S_27,S_7⊕3,S_9,S_9⊕3])"
5,"(4,0,{1},{1,3},[(0,1,{0},{2}),(1,1,{0},{0,2}),(2,1,{0},{0}),(3,1,{0},{0,2}),S_30])"
5,"(4,3,{0,1,2,4},{},[(2,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),S_1,S_1⊕1,S_29])"
4,"(0,0,{1,2,4},{},[(1,1,{3},{}),(1,4,{1,2,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_11⊕1,S_14⊕1,S_2,S_27,S_29,S_31,S_5⊕1])"
4,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_11⊕1,S_14⊕1,S_1⊕3,S_2,S_27,S_31,S_6⊕1])"
4,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_11⊕1,S_14⊕1,S_27,S_29,S_31,S_6⊕1])"
4,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_11⊕1,S_14⊕1,S_18⊕1,S_2,S_29,S_6⊕1])"
4,"(0,3,{0,1,2},{},[(3,1,{0,3},{}),S_11⊕1,S_14⊕1,S_18⊕1,S_2,S_29,S_31,S_6⊕1])"
4,"(0,3,{0,1,2},{},[(3,1,{0,3},{}),S_11⊕1,S_14⊕1,S_18⊕1,S_29,S_31,S_5⊕1,S_6⊕1])"
4,"(0,3,{0,1,2},{},[(3,1,{0,3},{}),S_14⊕1,S_2,S_27,S_29,S_31])"
4,"(0,3,{0,1,2},{},[(3,1,{0,3},{}),S_14⊕1,S_2,S_29,S_31,S_6⊕1])"
4,"(0,3,{0,1,2},{},[S_14⊕1,S_1⊕1,S_2,S_6⊕1])"
4,"(0,3,{0,2},{},[(1,0,{3},{}),(3,1,{0,3},{}),S_18⊕1,S_31,S_5⊕1])"
4,"(0,3,{0,2},{},[S_2,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
4,"(0,5,{0,1,2,3},{},[(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,4,{0,1,3},{}),S_14⊕1,S_2,S_27,S_29,S_6⊕1,S_7⊕1])"
4,"(0,5,{0,1,2},{},[(1,4,{0,1,3},{}),(3,4,{0,1,3},{}),S_14⊕1,S_1⊕1,S_2,S_7⊕1])"
4,"(1,0,{1,2},{},[(2,4,{1,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_27,S_29,S_9⊕3])"
4,"(1,0,{1,4},{},[(0,1,{3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_27,S_7⊕3])"
4,"(1,0,{1,4},{},[(2,4,{1,2,3},{}),(3,1,{0,3},{}),S_1,S_1⊕3,S_29])"
4,"(1,2,{3},{0},[S_1,S_2⊕1,S_2⊕2,S_30,S_3⊕1])"
4,"(1,2,{3},{},[S_1,S_11,S_3⊕1,S_4,S_8])"
4,"(1,4,{3},{2,3},[(3,1,{0},{0,2}),S_19,S_2⊕1,S_3⊕1,S_5⊕1])"
4,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,1,{0,3},{}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_2])"
4,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,1,{0,3},{}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_5⊕1])"
4,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),(1,4,{1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_27,S_29,S_31,S_9⊕3])"
4,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_1])"
4,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,4,{1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_18⊕1,S_27])"
4,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,2},{}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),S_1,S_1⊕3,S_27,S_31,S_7⊕3,S_9⊕3])"
4,"(2,0,{1,2,4},{},[(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_11⊕1,S_14⊕1,S_18⊕1,S_27,S_29])"
4,"(2,0,{1,2,4},{},[(1,4,{1,2,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_29,S_5⊕1,S_6])"
4,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),(3,4,{1,3},{}),S_1,S_12,S_22,S_27,S_7⊕3,S_9,S_9⊕3])"
4,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0,3},{}),(1,4,{0,1},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_2,S_29,S_31,S_5⊕1,S_9⊕3])"
4,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(1,4,{1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_1⊕3,S_27,S_29,S_31,S_9⊕3])"
4,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_27,S_29])"
4,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_27,S_31,S_9⊕3])"
4,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_30])"
4,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_11⊕1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_27])"
4,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_2])"
4,"(2,0,{1,2},{},[(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_1⊕3,S_27,S_5⊕1,S_9⊕3])"
4,"(2,0,{1,2},{},[(1,1,{3},{}),(1,4,{1,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_27,S_29,S_30,S_9⊕3])"
4,"(2,0,{1,2},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_12,S_27,S_9⊕3])"
4,"(2,0,{1,2},{},[(1,4,{1,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_31,S_5⊕1])"
4,"(2,0,{1,2},{},[(3,2,{0,3},{}),(3,4,{0,3},{}),S_1,S_1⊕3,S_27,S_29,S_6,S_7⊕1])"
4,"(2,0,{1},{1,3},[(3,1,{0},{0,2}),S_1,S_2,S_30,S_5⊕1])"
4,"(2,0,{1},{1},[(0,1,{0},{2}),(1,1,{0},{0,2}),(3,3,{0},{0,1}),S_1,S_30,S_5⊕1])"
4,"(2,0,{2},{},[S_1,S_11⊕1,S_2,S_22⊕1,S_29,S_5⊕1,S_9⊕1,S_9⊕3])"
4,"(2,1,{0,2},{},[S_12,S_22⊕3,S_29,S_6⊕1])"
4,"(2,2,{0,1,4},{},[(1,3,{0,1,2},{}),(3,4,{0,1,3},{}),S_1,S_7⊕1])"
4,"(2,2,{1},{1,3},[(0,1,{0},{2}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_2,S_3⊕1,S_5⊕1])"
4,"(2,2,{1},{1,3},[(0,1,{0},{2}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_23,S_3⊕1,S_5⊕1])"
4,"(2,2,{1},{1,3},[(0,1,{0},{2}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_30,S_3⊕1,S_5⊕1])"
4,"(2,2,{1},{1,3},[(3,1,{0},{0,2}),S_19,S_2,S_2⊕2])"
4,"(2,2,{1},{3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_2,S_30,S_3⊕1,S_5⊕1])"
4,"(2,3,{0,1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_14⊕1,S_18⊕1,S_22⊕3,S_27,S_29,S_6])"
4,"(2,3,{0,1,2},{},[(3,1,{0},{0,2}),(3,2,{0,3},{}),S_14⊕1,S_22⊕3,S_23⊕1,S_27,S_29,S_31,S_6,S_6⊕1])"
4,"(2,3,{0,1,2},{},[(3,1,{0},{0,2}),(3,2,{0,3},{}),S_1⊕3,S_22⊕3,S_23⊕1,S_27,S_29,S_31,S_6,S_6⊕1])"
4,"(2,3,{0,2,4},{},[S_1,S_11⊕1,S_27,S_29,S_31,S_9⊕3])"
4,"(2,3,{0,2},{},[S_1,S_1⊕1,S_29,S_31,S_5⊕1])"
4,"(2,3,{0,2},{},[S_1,S_2,S_22⊕1,S_29,S_5⊕1])"
4,"(2,3,{0,2},{},[S_1,S_29,S_31,S_5⊕1])"
4,"(2,3,{1,2},{},[(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕1,S_22⊕3,S_27,S_29,S_30])"
4,"(2,3,{2,4},{},[(3,4,{1,3},{}),(3,4,{2,3},{}),S_1,S_1⊕1,S_1⊕3,S_2])"
4,"(2,5,{0,1,2},{},[(1,1,{3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_12,S_13⊕1,S_1⊕3,S_27,S_29,S_30,S_31])"
4,"(2,5,{0,1},{},[(3,4,{0,1},{}),S_1,S_16⊕1,S_18⊕1,S_2])"
4,"(2,5,{0,2},{},[(3,4,{1,3},{}),S_1,S_2,S_22⊕1,S_29,S_5⊕1,S_9⊕1])"
4,"(3,0,{1,2,3},{},[(1,3,{0,1,2},{}),S_1,S_12⊕2,S_14⊕2,S_2,S_7])"
4,"(4,0,{1,2,4},{},[(0,1,{0,3},{}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),S_14⊕1,S_14⊕2,S_18⊕1,S_1⊕3,S_2,S_27,S_29])"
4,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕2,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
4,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,1,{3},{}),(1,4,{0,1},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_14⊕2,S_1⊕3,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
4,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,4,{0,1},{}),S_1,S_14⊕2,S_1⊕3,S_27,S_29])"
4,"(4,0,{1,2,4},{},[(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,4,{0,1,3},{}),S_1,S_13⊕2,S_14⊕2,S_2,S_27,S_31,S_6])"
4,"(4,0,{1,2,4},{},[(1,4,{0,1,3},{}),(2,1,{0},{0}),(2,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_14⊕2,S_6,S_7⊕1])"
4,"(4,0,{1,2,4},{},[(1,4,{0,1,3},{}),(2,1,{0},{0}),(3,1,{0,3},{}),S_1,S_14⊕2,S_18⊕1,S_27,S_29])"
4,"(4,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0},{0,1}),(3,4,{0,1,3},{}),S_12,S_13⊕2,S_14⊕1,S_14⊕2,S_27])"
4,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{1,2},{}),(3,4,{1,3},{}),S_1,S_22⊕2,S_27,S_7⊕3])"
4,"(4,0,{1},{1,3},[(0,1,{0},{2}),(1,1,{0},{0,2}),(2,1,{0},{0}),(3,1,{0},{0,2}),(3,3,{0},{1,2}),S_30])"
4,"(4,0,{2,4},{},[(0,1,{0,3},{}),(2,4,{1,2,3},{}),S_1,S_1⊕3,S_29,S_31])"
4,"(4,3,{1,2,4},{},[(2,4,{0,1,2,3},{}),S_1,S_14⊕1,S_1⊕1,S_29,S_31])"
4,"(4,3,{4},{},[(1,4,{1,3},{}),(2,4,{2,3},{}),S_1,S_29,S_6⊕1])"
4,"(4,4,{1},{1,2},[(0,1,{0},{2}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_3⊕1,S_5⊕1])"
4,"(4,5,{1,2,3},{},[(2,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),S_12,S_1⊕1,S_29,S_31,S_9])"
3,"(0,0,{1,2},{},[(1,1,{3},{}),(1,4,{1,3},{}),(3,1,{0,3},{}),S_2,S_27,S_31])"
3,"(0,2,{3},{},[S_15,S_27,S_2⊕2,S_4])"
