enc	genome
3,173a8	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_1,S_12,S_23,S_6,S_8]),(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,1,{0,3},{},[S_13,S_2⊕1,S_5,S_8]),(1,1,{3},{},[S_12,S_13,S_14,S_16,S_2⊕1,S_4,S_5]),(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_13,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{0,3},{},[S_13,S_16,S_18,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_2,S_4⊕1])
1,3,37a8	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_1,S_6,S_8]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),S_12⊕1,S_2,S_4⊕1,S_8⊕1])
1,3,5a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_1,S_6,S_8]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),S_12⊕1,S_2,S_4⊕1,S_8⊕1])
1,3,27a8	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_1,S_6,S_8]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(1,4,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{0,1,3},{},[S_14,S_2⊕1,S_4,S_6,S_7,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_5,S_8]),S_2,S_4⊕1,S_8⊕1])
3,1738a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,1,{0,3},{},[S_13,S_2⊕1,S_5,S_8]),(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_23,S_2⊕1,S_4,S_5,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_19,S_21,S_23,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_5,S_6]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_4,S_8]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{0,3},{},[S_13,S_16,S_18,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8])])
17338a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_12,S_14,S_19,S_21,S_23,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_5,S_6]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(3,1,{0,3},{},[S_13,S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_8]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8])])
13738a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_12,S_18,S_19,S_21,S_23,S_6,S_8]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),(3,2,{0,1,3},{},[S_18,S_1⊕1,S_5,S_6]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8])])
23,13a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,1,{3},{},[S_12,S_13,S_14,S_16,S_2⊕1,S_4,S_5]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_14,S_18,S_4,S_5,S_6]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_5,S_6]),(1,4,{1,3},{},[S_1,S_12,S_13,S_21,S_23,S_2⊕1,S_6,S_9]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1,S_6]),S_12⊕1,S_4⊕1,S_5⊕1])
5,13a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_14,S_18,S_4,S_5,S_6]),(1,4,{1,3},{},[S_1,S_12,S_13,S_21,S_23,S_2⊕1,S_6,S_9]),(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),S_12⊕1,S_4⊕1,S_5⊕1])
17383a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,2,{0,1,3},{},[S_12,S_18,S_21,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(3,1,{0,3},{},[S_12,S_13,S_18,S_1⊕1,S_4,S_5]),(3,2,{0,1,3},{},[S_18,S_1⊕1,S_5,S_6]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_5⊕1])
3,15a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,0,{1,3},{},[S_12,S_23,S_6]),(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_19,S_21,S_6,S_8]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_4,S_8]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8])])
3,177a88	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,1,{0,3},{},[S_13,S_2⊕1,S_5,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_15,S_18,S_2⊕1,S_5,S_6]),(1,4,{0,3},{},[S_13,S_16,S_18,S_2⊕1,S_4,S_6,S_8]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_12,S_15,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),S_2,S_4⊕1])
3,1728a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,1,{0,3},{},[S_13,S_2⊕1,S_5,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_5,S_6]),(1,4,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(1,4,{0,3},{},[S_13,S_16,S_18,S_2⊕1,S_4,S_6,S_8]),(3,1,{0,3},{},[S_13,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0},{0,2},[S_1⊕1,S_2⊕1,S_5]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_3⊕1,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),(3,4,{0,1,3},{},[S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_7,S_8]),S_28])
3,132a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_4,S_8]),(1,4,{0,1,3},{},[S_12,S_19,S_21,S_6,S_7,S_8]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,2,{0,1,3},{},[S_1,S_1⊕1,S_21,S_3⊕1,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),(3,4,{0,1,3},{},[S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_7,S_8])])
3,12a3	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{0,1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{0,1},{},[S_18,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),(3,4,{0,1,3},{},[S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_7,S_8]),S_2,S_4⊕1])
3,123a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{0,1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{0},{0,2},[S_1⊕1,S_2⊕1,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_28])
135a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_23,S_6]),(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_12,S_19,S_21,S_6,S_8]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8])])
153a	(0,3,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_23,S_6]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_21,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_5⊕1])
13,27a8	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_5,S_8]),S_2])
35,27a8	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_14,S_19,S_21,S_23,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_23,S_6,S_8]),(1,2,{1,3},{},[S_12,S_21,S_23,S_2⊕1,S_6,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_5,S_8]),S_2])
27a8,3738	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_19,S_21,S_23,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_23,S_6,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_5,S_8]),S_2])
22a,3738	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_19,S_21,S_23,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6,S_7]),(3,1,{0,3},{},[S_14,S_1⊕1,S_5,S_7,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_5,S_7,S_8]),S_2])
13,22a	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6,S_7]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,3},{},[S_14,S_1⊕1,S_5,S_7,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_5,S_7,S_8]),S_2])
0,27a8	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),S_2])
0,23a	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_13,S_2⊕1,S_6]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),S_2])
0,22a	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(3,1,{0,3},{},[S_14,S_1⊕1,S_5,S_7,S_8]),S_2])
0,2,3a	(0,3,{0,1,2},{},[(1,0,{1},{},[S_1,S_8]),(1,2,{1,3},{},[S_1,S_12,S_22,S_4]),(1,2,{1,3},{},[S_22,S_5,S_8]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,1,3},{},[S_12,S_14,S_18,S_1⊕1,S_5,S_6]),(3,4,{0,3},{},[S_1,S_14,S_1⊕1,S_4,S_7,S_8])])
1332a	(0,3,{0,1,2},{},[(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(1,4,{0,1},{},[S_19,S_21,S_7,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8])])
1758a	(0,3,{0,1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_5,S_6]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(3,1,{0,3},{},[S_13,S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_8]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_5⊕1])
1733a8	(0,3,{0,1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_13,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(3,1,{0,3},{},[S_12,S_13,S_18,S_1⊕1,S_4,S_5]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_2,S_4⊕1])
175a8	(0,3,{0,1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(3,1,{0,3},{},[S_12,S_13,S_18,S_1⊕1,S_4,S_5]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_2,S_4⊕1])
1373a8	(0,3,{0,1,2},{},[(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_1,S_12,S_13,S_2⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_15,S_23,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_5,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{1,3},{},[S_12,S_16,S_21,S_23,S_2⊕1,S_4,S_6]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{3},{},[S_12,S_15,S_16,S_18,S_1⊕1,S_4,S_5]),(3,4,{0,1},{},[S_16,S_18,S_1⊕1,S_2⊕1]),S_2,S_4⊕1])
12a33	(0,3,{0,1,2},{},[(1,2,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(1,4,{0,1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{0,1},{},[S_18,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_4,S_5,S_7]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),S_2,S_4⊕1])
17382a	(0,3,{0,1,2},{},[(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(1,4,{0,1},{},[S_18,S_21,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_5,S_7]),(3,2,{0,1,3},{},[S_18,S_1⊕1,S_5,S_6]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_5⊕1])
152a	(0,3,{0,1,2},{},[(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(1,4,{0,1},{},[S_21,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_5⊕1])
12a738	(0,3,{0,1,2},{},[(1,4,{0,1,3},{},[S_12,S_18,S_2⊕1,S_4,S_5,S_6,S_7,S_8]),(1,4,{0,1},{},[S_18,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_4,S_5,S_7]),(3,1,{0,3},{},[S_18,S_1⊕1,S_5,S_7]),(3,1,{0},{0},[S_1⊕1,S_5]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),S_2,S_4⊕1])
12a5	(0,3,{0,1,2},{},[(1,4,{0,1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{0,1},{},[S_18,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_4,S_5,S_7]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),S_2,S_4⊕1])
112a	(0,3,{0,1,2},{},[(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(1,4,{0,1},{},[S_18,S_2⊕1,S_7]),(3,1,{0,3},{},[S_18,S_1⊕1,S_5,S_7]),(3,1,{0},{0},[S_1⊕1,S_5]),(3,2,{0,1,3},{},[S_18,S_1⊕1,S_5,S_6])])
13a738	(0,3,{0,2,4},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,1,{3},{},[S_12,S_4,S_5,S_9]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{1,2,3},{},[S_12,S_2⊕1,S_4,S_5,S_6,S_9]),(3,1,{0,3},{},[S_12,S_13,S_18,S_1⊕1,S_4,S_5]),(3,1,{0},{0},[S_1⊕1,S_5]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),S_2,S_4⊕1])
13a5	(0,3,{0,2,4},{},[(1,0,{1,3},{},[S_12,S_23,S_6]),(1,1,{3},{},[S_12,S_4,S_5,S_9]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{1,2,3},{},[S_12,S_2⊕1,S_4,S_6,S_9]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),S_2,S_4⊕1])
a,13738	(0,3,{0,2,4},{},[(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{1,3},{},[S_12,S_19,S_22,S_2⊕1,S_4,S_5,S_8]),(1,2,{1,3},{},[S_12,S_22,S_23,S_2⊕1,S_5,S_8]),(1,2,{1},{},[S_11,S_12,S_22,S_23,S_2⊕1]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_4,S_5,S_8]),(1,4,{1,2,3},{},[S_12,S_19,S_22,S_23,S_2⊕1,S_4,S_5,S_8]),(3,1,{0},{0},[S_1⊕1,S_5]),(3,1,{3},{},[S_11,S_1⊕1,S_22,S_2⊕1,S_4,S_5,S_8]),(3,1,{3},{},[S_11,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_22,S_2⊕1,S_4,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_22,S_2⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_22,S_3⊕1,S_5,S_8]),S_2,S_4⊕1,S_5⊕1])
